q,n,r,lower_bound,upper_bound,lower_bound_reference,upper_bound_reference
5,1,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,1,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,1,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,1,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,2,2,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,3,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,4,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,5,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,6,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,2,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,1,13,13,lean_qary_three_one_half_square_lower,lean_small_explicit_upper
5,3,2,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,3,3,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,4,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,5,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,6,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,3,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,1,37,65,rule_sphere_covering_bound,lean_small_explicit_upper;rule_free_lengthening
5,4,2,6,13,rule_sphere_covering_bound,lean_small_explicit_upper;rule_dummy_coordinate_lengthening
5,4,3,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,4,4,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,5,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,6,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,4,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,1,149,325,rule_sphere_covering_bound,lean_small_explicit_upper;rule_free_lengthening
5,5,2,18,65,rule_sphere_covering_bound,lean_small_explicit_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,5,3,5,13,rule_radius_n_minus_one_exact;rule_radius_back_propagation,lean_small_explicit_upper;rule_dummy_coordinate_lengthening
5,5,4,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,5,5,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,6,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,5,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,1,625,625,rule_sphere_covering_bound,lean_hamming_perfect_upper
5,6,2,59,325,rule_sphere_covering_bound,lean_small_explicit_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,6,3,11,65,rule_sphere_covering_bound,lean_small_explicit_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,6,4,5,5,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
5,6,5,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,6,6,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,6,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,1,2694,3125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening
5,7,2,215,625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_dummy_coordinate_lengthening
5,7,3,30,227,rule_sphere_covering_bound,lit_marosi_2026;rule_alphabet_projection
5,7,4,7,25,rule_sphere_covering_bound,rule_constant_symbol;rule_free_lengthening
5,7,5,5,5,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
5,7,6,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,7,7,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,7,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,1,11838,15625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening
5,8,2,813,3125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,8,3,97,625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_dummy_coordinate_lengthening
5,8,4,18,125,rule_sphere_covering_bound,rule_constant_symbol;rule_free_lengthening
5,8,5,5,25,rule_sphere_covering_bound,rule_constant_symbol;rule_free_lengthening
5,8,6,5,5,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
5,8,7,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,8,8,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,8,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,1,52788,78125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening
5,9,2,3187,15625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,9,3,327,3125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,9,4,52,625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_dummy_coordinate_lengthening
5,9,5,12,125,rule_sphere_covering_bound,rule_constant_symbol;rule_free_lengthening
5,9,6,5,25,rule_radius_n_minus_one_exact;rule_radius_back_propagation;rule_length_back_propagation,rule_constant_symbol;rule_free_lengthening
5,9,7,5,5,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
5,9,8,5,5,rule_radius_n_minus_one_exact,rule_constant_symbol
5,9,9,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,10,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,11,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,12,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,9,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
5,10,1,238186,390625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening
5,10,2,12833,78125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,10,3,1157,15625,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
5,10,4,158,3125,rule_sphere_covering_bound,lean_hamming_perfect_upper;rule_free_lengthening;rule_dummy_coordinate_lengthening
